ID #	Class	Incidence	Occurence   :	Total	ID 1	ID 2	ID 3	ID 4	ID 5	ID 6	ID 7	ID 8	ID 9	ID 10	ID 11	ID 12	ID 13	ID 14	ID 15	ID 16	ID 17	ID 18	ID 19	ID 20	ID 21	ID 22	ID 23	ID 24	ID 25	ID 26	ID 27	ID 28	ID 29	ID 30	ID 31	ID 32	ID 33	ID 34	ID 35	ID 36	ID 37	ID 38	ID 39	ID 40	ID 41
				Contact Time :
70	2	1				8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						596	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

71	2	2				2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
						2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0

72	2	2				2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						127	1	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

73	2	6				6	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
						6	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0

74	2	18				35	1	0	3	1	0	0	1	0	0	0	2	0	0	0	1	0	3	0	0	2	0	0	1	0	4	0	1	2	0	2	0	4	2	0	0	0	1	0	2	2	0
						12596	714	0	488	2679	0	0	1	0	0	0	723	0	0	0	1077	0	3	0	0	114	0	0	1	0	989	0	1	707	0	587	0	2942	133	0	0	0	1	0	381	1055	0

75	2	17				27	2	0	0	1	0	0	1	0	1	0	2	0	0	1	0	4	0	2	1	0	2	1	0	0	1	0	1	0	0	1	0	2	0	0	1	0	0	0	0	3	0
						1715	600	0	0	1	0	0	1	0	127	0	241	0	0	114	0	4	0	2	1	0	120	123	0	0	1	0	366	0	0	1	0	9	0	0	1	0	0	0	0	3	0

76	2	1				9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						4394	0	4394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

77	2	1				3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						4605	0	4605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

78	2	9				14	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	2	3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
						594	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	226	357	3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0

79	2	8				15	0	5	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0
						1813	0	848	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	481	0	0	0	1	0	0	0	0	0	0	1	0	0	478	0

80	2	2				2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						499	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

81	2	1				3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						725	0	725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

82	2	17				26	0	1	0	3	0	0	0	0	0	2	1	0	2	1	1	0	0	2	2	1	0	1	1	0	0	1	2	0	0	0	0	3	1	0	0	0	0	0	0	1	0
						1239	0	124	0	3	0	0	0	0	0	128	1	0	2	1	1	0	0	2	114	1	0	369	1	0	0	112	2	0	0	0	0	10	1	0	0	0	0	0	0	367	0

83	2	4				4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
						4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0

84	2	9				12	0	0	1	0	0	1	2	0	1	0	0	0	0	2	1	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						4859	0	0	1	0	0	1438	125	0	228	0	0	0	0	852	1	0	0	0	1	0	0	0	0	976	1237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

85	2	12				21	0	0	1	0	0	0	0	0	0	0	3	0	0	5	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	3	2	0	1	1	0	0	0	0
						1747	0	0	8	0	0	0	0	0	0	0	127	0	0	1237	0	0	128	0	1	0	0	0	0	1	1	0	0	0	0	8	0	0	3	2	0	1	230	0	0	0	0

86	2	13				21	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	4	0	0	0	1	0	1	1	1	0	0	2	0	0	0	0	0	0	0	2	0
						1238	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	1	8	610	1	1	11	0	0	0	356	0	1	1	1	0	0	2	0	0	0	0	0	0	0	2	0

87	2	12				13	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0
						284	0	0	127	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	9	0	0	15	0	1	0	0	1	0	0	0	0	0	125	0	0	1	0	1	0	0	0

88	2	10				25	0	0	1	2	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	5	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	6	0
						2519	0	0	1	12	0	0	0	0	1	0	127	0	0	0	0	0	0	0	0	1	1064	0	348	0	0	0	0	0	0	0	0	0	0	359	0	0	1	0	0	605	0

89	2	5				5	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
						3610	0	0	117	0	0	0	0	0	0	0	0	0	976	1684	0	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0

90	2	2				8	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
						1581	0	0	1579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0

91	2	3				5	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
						4985	0	0	4975	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0

92	2	2				2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
						489	0	0	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0

93	2	2				2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
						2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0

94	2	2				2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

95	2	2				2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
						2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0

96	2	12				20	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	0	2	1	0	7	0	1	0	0	0	1
						33746	0	0	361	1	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	124	1	0	1	0	0	0	0	0	0	120	1	0	33012	0	1	0	0	0	117

97	2	11				27	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	14	1	1	1	0	1	0	0	0	1	0
						77006	0	0	0	1	0	0	0	0	0	0	0	0	0	376	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	257	74748	1	1	1496	0	121	0	0	0	1	0

98	2	3				3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
						460	0	0	0	342	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0

99	2	14				24	0	0	0	2	1	0	0	0	1	0	0	0	0	1	1	2	0	0	1	2	0	0	0	0	0	0	2	0	0	2	0	0	0	1	4	0	3	0	0	1	0
						9256	0	0	0	2075	1	0	0	0	1	0	0	0	0	110	1	2	0	0	604	2	0	0	0	0	0	0	119	0	0	699	0	0	0	1	3197	0	2443	0	0	1	0

100	2	2				2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

101	2	2				2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
						2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0

102	2	3				3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

103	2	3				3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
						704	0	0	0	702	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0

104	2	2				2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
						245	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0

105	2	7				13	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0
						5989	0	0	0	1	0	0	0	2918	0	0	0	0	0	0	0	0	0	0	0	0	0	1291	0	2	950	0	0	0	1	0	0	0	0	0	0	0	0	0	826	0	0

106	2	2				2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
						2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0

107	2	4				4	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						4	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

108	2	8				13	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	2	0	0	0	0	0	0	0	2	2	1	0	0	0
						1384	0	0	0	0	1	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	1	130	0	0	0	0	0	0	0	279	729	1	0	0	0

109	2	1				50	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						20895	0	0	0	0	20895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

110	2	14				21	0	0	0	0	2	0	1	2	0	1	0	0	1	0	0	3	0	0	1	0	0	2	0	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1	2
						1252	0	0	0	0	2	0	1	2	0	1	0	0	128	0	0	855	0	0	1	0	0	2	0	1	0	0	254	0	0	0	0	1	0	1	0	0	0	0	0	1	2

111	2	5				7	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
						1788	0	0	0	0	1013	0	0	374	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	377	0	0	0	0

112	2	3				4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
						4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0

113	2	11				21	0	0	0	0	2	0	1	5	1	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	4	0	1	0	0
						2788	0	0	0	0	247	0	8	1327	1	0	0	0	0	0	113	0	237	0	0	0	0	118	0	0	0	0	0	0	0	129	0	0	0	0	1	0	606	0	1	0	0

114	2	7				20	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	2	3	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0
						4256	0	0	0	0	121	0	0	0	0	0	0	0	1479	0	0	0	0	0	0	0	0	1816	0	9	826	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0

115	2	2				2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						113	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

116	2	3				6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						372	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0

117	2	11				12	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0
						1732	0	0	0	0	0	499	498	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	136	357	1	120	0	0	117	1	0	0

118	2	8				9	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1	0
						135	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	127	0	0	0	0	1	0

119	2	12				16	0	0	0	0	0	1	0	0	0	1	0	0	1	0	4	0	2	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1
						382	0	0	0	0	0	1	0	0	0	1	0	0	1	0	4	0	2	234	8	0	0	0	0	0	0	0	0	0	1	1	0	127	0	0	0	0	0	1	0	0	1

120	2	3				3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

121	2	5				5	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
						12	0	0	0	0	0	1	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0

122	2	2				4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
						4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0

123	2	3				4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
						4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1

124	2	2				6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						1250	0	0	0	0	0	0	502	0	0	0	0	0	0	0	0	0	0	748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

125	2	8				12	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
						7533	0	0	0	0	0	0	23	0	0	0	0	0	0	0	2749	1	2017	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	2740	0	0

126	2	14				30	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	3	1	0	2	1	0	0	0	0	0	1	0	1	0	0	0	4	0	0	3	0	1	6	0	1	2
						6795	0	0	0	0	0	0	0	366	0	739	0	0	0	0	0	491	1	0	238	132	0	0	0	0	0	222	0	350	0	0	0	867	0	0	985	0	235	1682	0	245	242

127	2	2				2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

128	2	3				5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

129	2	3				3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

130	2	2				2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						113	0	0	0	0	0	0	0	1	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

131	2	2				8	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						1379	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

132	2	2				2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
						116	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0

133	2	2				2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
						2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0

134	2	2				2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
						118	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0

135	2	2				2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
						2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0

136	2	2				5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
						726	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0

137	2	2				8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
						5329	0	0	0	0	0	0	0	4960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	0

138	2	2				2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
						2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0

139	2	3				3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
						128	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0

140	2	1				2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

141	2	1				3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						847	0	0	0	0	0	0	0	847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

142	2	1				3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						255	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

143	2	1				2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

144	2	1				2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						119	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

145	2	2				16	0	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						132	0	0	0	0	0	0	0	0	1	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

146	2	2				2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

147	2	5				10	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
